Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Dist.,0-3,3-10,10-16,16-3P,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,2P.2,3P.2,%FGA,#,%3PA,Att.,Md.
178,Svi Mykhailiuk,23,DET,SF,36,5,634,6.5,17.3,0.377,4.4,13.2,0.333,2.1,4.0,0.519,0.504,1.9,2.3,0.8,0.9,4.9,5.7,4.4,2.1,0.5,3.0,2.6,19.3,100.0,113,,mykhasv01,10.2,0.527,0.767,0.135,1.9,11.2,6.5,13.5,2.1,0.8,14.2,19.0,-0.3,0.6,0.3,0.025,-1.5,-0.2,-1.8,0.0,20.6,0.13,0.072,0.018,0.013,0.519,0.655,0.313,0.25,0.667,0.333,0.63,0.895,0.0,0,0.152,0,0
178,Svi Mykhailiuk,23,OKC,SF,30,9,690,8.5,19.5,0.438,3.3,9.9,0.336,5.2,9.6,0.543,0.523,1.0,1.4,0.7,0.9,5.2,6.1,3.7,1.7,0.4,3.4,2.1,21.4,97.0,115,,mykhasv01,10.6,0.531,0.505,0.071,1.9,11.6,6.7,12.3,1.7,0.8,14.4,21.0,-0.5,0.5,-0.1,-0.004,-2.2,-1.1,-3.3,-0.2,15.3,0.272,0.131,0.057,0.035,0.543,0.662,0.297,0.563,0.5,0.336,0.539,0.875,0.053,14,0.308,1,0
179,Derrick Jones Jr.,23,POR,SF,58,43,1318,5.4,11.3,0.484,1.6,5.0,0.316,3.8,6.2,0.619,0.554,2.2,3.4,0.648,2.8,4.7,7.6,1.7,1.4,2.0,1.2,4.7,14.7,121.0,116,,jonesde02,11.9,0.576,0.447,0.299,6.1,10.7,8.3,4.8,1.4,3.7,8.5,12.3,1.6,0.8,2.4,0.089,-1.4,0.0,-1.4,0.2,12.0,0.467,0.079,0.003,0.003,0.619,0.662,0.375,1.0,0.0,0.316,0.673,0.977,0.197,50,0.522,1,0
180,Lauri Markkanen,23,CHI,PF,51,26,1317,9.2,19.2,0.48,4.4,10.9,0.402,4.8,8.3,0.582,0.594,2.8,3.4,0.826,1.3,8.6,9.9,1.7,1.0,0.6,1.9,2.8,25.6,115.0,113,,markkla01,15.2,0.619,0.568,0.177,3.0,19.4,11.3,5.0,1.0,1.0,8.5,20.2,1.7,1.3,3.0,0.109,1.0,-0.9,0.1,0.7,16.2,0.24,0.146,0.033,0.013,0.582,0.672,0.553,0.235,0.143,0.402,0.725,0.992,0.071,33,0.213,1,0
181,Tomáš Satoranský,29,CHI,SG,58,18,1307,6.3,12.2,0.514,1.6,4.4,0.356,4.7,7.8,0.602,0.578,2.5,2.9,0.848,1.1,4.2,5.3,10.1,1.5,0.5,3.6,3.3,16.6,118.0,114,,satorto01,13.8,0.614,0.359,0.24,2.6,9.4,6.0,27.9,1.5,0.9,20.9,15.2,1.9,1.1,3.1,0.113,-0.6,0.1,-0.5,0.5,13.3,0.261,0.213,0.116,0.052,0.602,0.779,0.457,0.395,0.765,0.356,0.425,1.0,0.036,11,0.305,2,0
182,Bogdan Bogdanović,28,ATL,SG,44,27,1305,10.1,21.3,0.473,5.5,12.6,0.438,4.6,8.7,0.522,0.602,1.5,1.7,0.909,0.8,5.3,6.0,5.5,1.8,0.5,2.0,3.7,27.1,122.0,114,,bogdabo01,17.6,0.616,0.589,0.078,1.7,11.5,6.7,17.6,1.8,0.9,8.5,21.3,2.8,1.1,3.9,0.142,3.3,0.3,3.6,1.8,18.7,0.11,0.108,0.122,0.071,0.522,0.629,0.459,0.464,0.55,0.438,0.397,0.836,0.0,0,0.216,0,0
183,Talen Horton-Tucker,20,LAL,SG,65,4,1304,8.4,18.2,0.458,1.4,4.9,0.282,7.0,13.4,0.522,0.496,3.7,4.8,0.775,0.9,5.4,6.3,6.8,2.4,0.8,3.9,4.7,21.8,103.0,107,,hortota01,12.9,0.536,0.268,0.264,2.2,12.3,7.3,20.8,2.4,1.4,16.1,21.7,-0.1,2.2,2.1,0.078,-2.6,1.5,-1.2,0.3,10.3,0.413,0.211,0.072,0.037,0.522,0.639,0.359,0.486,0.222,0.282,0.348,0.73,0.049,15,0.214,1,0
184,Matisse Thybulle,23,PHI,SG,65,8,1298,3.8,9.0,0.42,1.6,5.3,0.301,2.2,3.7,0.59,0.508,0.3,0.7,0.444,1.1,3.5,4.6,2.3,3.9,2.6,1.2,4.7,9.5,104.0,103,DPOY-11DEF2,thybuma01,10.1,0.508,0.588,0.074,2.6,7.8,5.3,6.3,3.9,4.9,11.3,9.4,0.1,2.7,2.8,0.102,-2.6,4.5,1.9,1.3,16.1,0.255,0.123,0.025,0.008,0.59,0.742,0.367,0.167,0.5,0.301,0.661,1.0,0.128,27,0.434,0,0
185,John Wall,30,HOU,PG,40,40,1288,10.8,26.7,0.404,2.9,9.1,0.317,7.9,17.5,0.449,0.458,5.8,7.8,0.749,0.6,4.1,4.7,10.1,1.5,1.1,5.2,1.7,30.2,99.0,116,,walljo01,15.4,0.503,0.343,0.291,1.3,9.7,5.3,36.2,1.5,2.1,14.7,31.7,-1.0,0.8,-0.2,-0.007,1.2,-1.9,-0.7,0.4,14.2,0.293,0.139,0.054,0.171,0.449,0.568,0.386,0.385,0.315,0.317,0.084,0.709,0.015,10,0.064,1,0
186,Tristan Thompson,29,BOS,C,54,43,1287,6.4,12.4,0.518,0.0,0.1,0.0,6.4,12.3,0.523,0.518,2.7,4.6,0.592,6.4,10.2,16.7,2.5,0.9,1.3,2.4,4.5,15.5,116.0,112,,thomptr01,14.2,0.54,0.009,0.368,14.5,23.5,19.0,7.2,0.9,2.4,14.1,14.8,1.5,1.4,2.9,0.107,-1.5,-1.0,-2.5,-0.2,4.5,0.472,0.466,0.046,0.006,0.523,0.571,0.48,0.467,0.5,0.0,0.544,,0.095,26,0.0,2,0
187,Derrick Rose,32,2TM,PG,50,3,1279,11.2,23.8,0.47,1.9,5.0,0.388,9.2,18.8,0.492,0.511,4.3,4.9,0.866,0.8,4.3,5.1,8.1,1.9,0.7,3.0,2.2,28.6,112.0,111,MVP-96MOY-3,rosede01,18.3,0.55,0.211,0.208,1.7,9.3,5.5,28.0,1.9,1.4,10.5,25.8,1.6,1.6,3.1,0.118,1.6,0.3,1.9,1.3,12.1,0.237,0.241,0.164,0.147,0.492,0.517,0.456,0.51,0.489,0.388,0.228,0.86,0.0,0,0.147,0,0
187,Derrick Rose,32,DET,PG,15,0,342,11.3,26.4,0.429,1.9,5.6,0.333,9.5,20.8,0.455,0.465,6.0,7.2,0.84,0.9,3.3,4.2,9.0,2.6,0.6,4.2,2.4,30.6,104.0,113,,rosede01,17.1,0.517,0.212,0.272,1.9,7.6,4.7,32.5,2.6,1.0,12.3,30.0,0.0,0.3,0.4,0.051,0.7,-0.2,0.6,0.2,11.7,0.288,0.196,0.19,0.114,0.455,0.472,0.472,0.429,0.429,0.333,0.197,0.692,0.0,0,0.103,0,0
187,Derrick Rose,32,NYK,PG,35,3,937,11.1,22.8,0.487,2.0,4.8,0.411,9.1,18.0,0.507,0.53,3.6,4.1,0.883,0.7,4.6,5.4,7.8,1.7,0.8,2.6,2.1,27.8,115.0,110,,rosede01,18.8,0.565,0.211,0.18,1.6,10.0,5.9,26.3,1.7,1.5,9.6,24.3,1.5,1.2,2.8,0.142,1.9,0.5,2.4,1.0,12.4,0.215,0.26,0.152,0.162,0.507,0.543,0.45,0.554,0.507,0.411,0.24,0.919,0.0,0,0.167,0,0
188,Cole Anthony,20,ORL,PG,47,34,1273,8.4,21.1,0.397,2.2,6.6,0.337,6.2,14.5,0.424,0.449,4.2,5.0,0.832,1.5,7.0,8.4,7.3,1.1,0.7,4.1,3.7,23.1,98.0,116,,anthoco01,12.1,0.496,0.312,0.237,3.0,15.4,9.0,24.2,1.1,1.3,14.8,24.3,-0.9,0.9,0.0,-0.001,-1.9,-1.4,-3.3,-0.4,13.3,0.185,0.292,0.129,0.083,0.424,0.588,0.298,0.493,0.391,0.337,0.112,0.621,0.013,4,0.093,0,0
189,Payton Pritchard,23,BOS,SG,66,4,1268,7.1,16.1,0.44,3.9,9.6,0.411,3.2,6.5,0.482,0.562,1.5,1.7,0.889,1.3,4.8,6.1,4.6,1.4,0.3,2.0,4.0,19.6,117.0,115,,pritcpa01,12.4,0.582,0.593,0.108,2.9,11.1,6.9,13.3,1.4,0.7,10.8,16.7,1.6,0.9,2.5,0.095,-0.3,-0.4,-0.7,0.4,18.7,0.146,0.139,0.065,0.057,0.482,0.639,0.379,0.37,0.458,0.411,0.378,0.843,0.0,0,0.153,1,0
190,Terance Mann,24,LAC,SG,67,10,1263,7.0,13.7,0.509,1.5,3.6,0.418,5.5,10.2,0.541,0.563,3.1,3.7,0.83,2.2,7.3,9.5,4.1,1.1,0.5,1.6,4.9,18.5,125.0,112,,mannte01,13.8,0.603,0.26,0.269,5.1,16.1,10.8,11.3,1.1,0.9,9.3,15.1,2.4,1.3,3.7,0.141,-0.5,0.3,-0.2,0.6,10.4,0.371,0.209,0.109,0.051,0.541,0.708,0.397,0.342,0.333,0.418,0.507,0.842,0.111,32,0.571,1,0
191,Grayson Allen,25,MEM,SG,50,38,1259,6.6,15.7,0.418,4.1,10.4,0.391,2.5,5.3,0.471,0.547,3.0,3.5,0.868,0.7,5.4,6.1,4.1,1.7,0.3,1.8,2.7,20.2,116.0,113,,allengr01,12.8,0.586,0.662,0.22,1.6,12.0,6.7,11.5,1.7,0.6,9.6,16.8,1.5,1.2,2.7,0.101,-0.2,0.1,-0.2,0.6,19.2,0.123,0.126,0.07,0.019,0.471,0.667,0.365,0.414,0.125,0.391,0.606,0.907,0.029,11,0.172,0,0
192,Evan Fournier,28,2TM,SF,42,36,1259,9.6,20.9,0.457,4.5,11.0,0.413,5.0,10.0,0.504,0.565,4.2,5.3,0.788,0.4,4.6,5.0,5.6,1.8,0.7,2.8,3.7,27.8,115.0,115,,fournev01,16.7,0.598,0.523,0.253,0.8,10.2,5.4,18.6,1.8,1.4,10.8,23.1,1.8,1.0,2.8,0.107,1.5,-0.4,1.1,1.0,17.9,0.137,0.155,0.092,0.092,0.504,0.595,0.5,0.46,0.42,0.413,0.485,0.786,0.006,2,0.155,1,0
192,Evan Fournier,28,ORL,SF,26,26,787,10.5,22.8,0.461,4.5,11.6,0.388,6.0,11.2,0.536,0.56,6.1,7.6,0.797,0.3,4.3,4.6,5.9,1.7,0.6,3.3,3.4,31.6,114.0,116,,fournev01,18.2,0.604,0.509,0.333,0.6,9.5,4.9,20.9,1.7,1.0,11.3,26.2,1.2,0.5,1.7,0.104,2.3,-0.6,1.7,0.7,17.2,0.152,0.157,0.098,0.084,0.536,0.643,0.517,0.528,0.387,0.388,0.474,0.712,0.005,2,0.128,0,0
192,Evan Fournier,28,BOS,SF,16,10,472,8.0,17.8,0.448,4.6,9.8,0.463,3.4,8.0,0.429,0.576,1.0,1.4,0.714,0.5,5.0,5.5,5.1,2.1,1.0,2.0,4.2,21.5,116.0,113,,fournev01,14.1,0.584,0.552,0.081,1.2,11.4,6.3,14.9,2.1,2.0,9.6,18.0,0.6,0.5,1.1,0.111,0.1,0.1,0.3,0.3,18.6,0.105,0.151,0.081,0.11,0.429,0.444,0.462,0.286,0.474,0.463,0.515,0.909,0.006,0,0.211,1,0
193,Deni Avdija,20,WAS,SF,54,32,1257,4.8,11.4,0.417,1.9,6.2,0.315,2.8,5.3,0.535,0.502,1.1,1.7,0.644,0.8,8.8,9.6,2.3,1.2,0.6,1.2,5.1,12.5,103.0,113,,avdijde01,7.6,0.515,0.538,0.144,1.9,20.2,11.0,6.3,1.2,1.0,9.0,12.0,0.0,1.2,1.2,0.046,-3.6,0.4,-3.1,-0.4,16.6,0.144,0.237,0.045,0.035,0.535,0.733,0.473,0.214,0.545,0.315,0.727,0.962,0.048,11,0.274,1,0
194,Alec Burks,29,NYK,SG,49,5,1255,8.4,19.9,0.42,4.1,9.8,0.415,4.3,10.1,0.425,0.522,4.0,4.7,0.856,0.8,8.2,9.0,4.3,1.2,0.6,2.0,4.1,24.8,114.0,109,,burksal01,14.8,0.564,0.492,0.236,1.8,17.6,9.8,13.2,1.2,1.1,8.2,21.3,1.5,1.8,3.3,0.126,0.9,0.6,1.5,1.1,16.8,0.146,0.138,0.128,0.096,0.425,0.507,0.377,0.422,0.375,0.415,0.426,0.686,0.0,0,0.301,0,0
195,DeAndre Jordan,32,BRK,C,57,43,1246,7.4,9.6,0.763,0.0,0.0,0.0,7.4,9.6,0.766,0.763,1.8,3.6,0.5,4.5,12.0,16.5,3.6,0.7,2.5,3.3,4.5,16.5,127.0,111,,jordade01,17.1,0.736,0.004,0.369,10.9,26.1,18.9,10.1,0.7,4.6,22.7,13.1,2.4,1.5,3.9,0.152,0.1,1.0,1.0,0.9,1.7,0.876,0.108,0.004,0.008,0.766,0.826,0.37,0.0,0.0,0.0,0.8,,0.61,137,0.0,0,0
196,Immanuel Quickley,21,NYK,PG,64,3,1243,9.2,23.3,0.395,4.7,12.2,0.389,4.5,11.1,0.401,0.497,6.2,7.0,0.891,1.0,4.5,5.5,5.1,1.2,0.5,2.3,4.6,29.4,113.0,111,,quickim01,15.8,0.557,0.522,0.3,2.2,9.7,6.0,16.2,1.2,0.9,8.1,25.6,1.8,1.4,3.2,0.125,1.4,-0.5,0.9,0.9,18.4,0.059,0.209,0.148,0.062,0.401,0.618,0.397,0.36,0.306,0.389,0.198,0.61,0.005,3,0.079,0,0
197,Andre Drummond,27,2TM,C,46,46,1242,11.1,22.6,0.493,0.0,0.3,0.0,11.1,22.3,0.5,0.493,4.9,8.1,0.6,6.6,15.2,21.8,3.7,2.5,1.9,4.9,5.9,27.1,101.0,104,,drumman01,19.4,0.519,0.014,0.358,14.8,35.2,24.9,13.2,2.5,3.5,15.8,27.6,-0.6,2.5,2.0,0.077,-1.7,0.5,-1.2,0.3,3.6,0.589,0.364,0.026,0.007,0.5,0.576,0.409,0.2,0.0,0.0,0.571,,0.14,64,0.0,1,0
197,Andre Drummond,27,CLE,C,25,25,722,12.3,26.0,0.474,0.0,0.5,0.0,12.3,25.4,0.484,0.474,5.3,8.8,0.597,6.9,16.1,23.0,4.4,2.7,2.0,5.5,4.7,29.9,97.0,105,,drumman01,20.5,0.5,0.021,0.339,15.3,37.5,26.1,16.2,2.7,3.6,15.6,31.3,-0.8,1.3,0.6,0.037,-1.0,0.2,-0.8,0.2,3.7,0.613,0.332,0.024,0.011,0.484,0.545,0.397,0.333,0.0,0.0,0.533,,0.129,38,0.0,1,0
197,Andre Drummond,27,LAL,C,21,21,520,9.5,18.0,0.531,0.0,0.0,,9.5,18.0,0.531,0.531,4.3,7.1,0.605,6.1,13.9,20.0,2.8,2.2,1.9,4.0,7.5,23.4,107.0,101,,drumman01,17.9,0.554,0.0,0.396,14.1,32.0,23.1,9.0,2.2,3.4,16.0,22.4,0.2,1.2,1.4,0.133,-2.7,1.0,-1.7,0.0,3.5,0.542,0.427,0.031,0.0,0.531,0.644,0.427,0.0,,,0.637,,0.161,26,,0,0
198,Luke Kennard,24,LAC,SG,63,17,1232,7.9,16.6,0.476,4.0,9.0,0.446,3.9,7.6,0.511,0.597,1.0,1.2,0.839,0.6,5.9,6.5,4.2,0.9,0.4,1.9,3.7,20.9,117.0,114,,kennalu01,12.7,0.608,0.541,0.075,1.4,13.0,7.3,11.9,0.9,0.7,10.1,17.1,1.6,1.1,2.7,0.105,0.3,-0.5,-0.2,0.6,18.9,0.089,0.094,0.143,0.133,0.511,0.757,0.462,0.475,0.418,0.446,0.66,0.8,0.0,0,0.295,1,1
199,Sterling Brown,25,HOU,SG,51,14,1229,5.8,12.9,0.448,3.5,8.3,0.423,2.3,4.6,0.492,0.584,1.0,1.2,0.806,1.5,7.2,8.6,2.8,1.5,0.5,1.6,3.7,16.0,114.0,116,,brownst02,11.1,0.597,0.642,0.093,3.2,16.8,9.7,8.4,1.5,0.9,10.5,13.5,1.0,0.8,1.8,0.071,-1.6,0.0,-1.6,0.1,17.9,0.206,0.099,0.021,0.033,0.492,0.623,0.364,0.286,0.182,0.423,0.542,0.912,0.021,6,0.414,3,0
200,Hamidou Diallo,22,2TM,SF,52,9,1226,8.8,18.4,0.477,1.1,3.2,0.341,7.7,15.2,0.505,0.506,5.0,7.8,0.64,2.3,8.4,10.7,4.0,1.6,0.9,3.0,5.3,23.7,106.0,112,,diallha01,14.3,0.541,0.174,0.426,5.1,18.8,11.9,13.3,1.6,1.7,12.0,22.2,0.3,1.3,1.6,0.063,-2.2,0.1,-2.1,0.0,9.6,0.368,0.274,0.096,0.087,0.505,0.682,0.395,0.244,0.39,0.341,0.434,0.964,0.06,28,0.293,1,1
200,Hamidou Diallo,22,OKC,SG,32,5,761,8.9,18.6,0.481,0.7,2.6,0.293,8.2,16.0,0.512,0.502,5.2,8.2,0.629,2.3,8.0,10.3,4.8,1.9,0.7,3.1,5.2,23.8,106.0,112,,diallha01,15.0,0.536,0.138,0.444,5.0,17.7,11.3,16.4,1.9,1.4,12.1,22.5,0.3,0.8,1.0,0.065,-2.1,0.6,-1.5,0.1,8.7,0.401,0.259,0.098,0.104,0.512,0.697,0.39,0.207,0.387,0.293,0.435,0.917,0.064,19,0.366,1,1
200,Hamidou Diallo,22,DET,SF,20,4,465,8.5,18.3,0.468,1.7,4.3,0.39,6.9,13.9,0.492,0.514,4.7,7.2,0.662,2.3,9.0,11.3,2.5,1.1,1.3,2.8,5.4,23.5,105.0,112,,diallha01,13.1,0.549,0.237,0.393,5.2,20.6,12.8,8.3,1.1,2.2,11.7,21.6,0.1,0.5,0.6,0.059,-2.4,-0.8,-3.2,-0.1,10.5,0.312,0.301,0.092,0.058,0.492,0.648,0.404,0.313,0.4,0.39,0.431,1.0,0.052,9,0.22,0,0
201,Tyus Jones,24,MEM,PG,70,9,1222,7.0,16.2,0.431,1.8,5.5,0.321,5.2,10.7,0.487,0.485,1.6,1.8,0.911,0.8,4.7,5.5,10.1,2.5,0.2,1.9,1.2,17.3,115.0,112,,jonesty01,15.0,0.511,0.339,0.109,1.8,10.4,6.1,28.6,2.5,0.4,10.0,16.6,1.5,1.3,2.8,0.11,-0.1,0.9,0.8,0.9,14.2,0.133,0.225,0.257,0.046,0.487,0.527,0.484,0.5,0.316,0.321,0.293,0.911,0.0,0,0.3,0,0
202,Danilo Gallinari,32,ATL,PF,51,4,1222,8.3,19.1,0.434,4.1,10.2,0.406,4.1,8.9,0.466,0.542,6.5,7.0,0.925,0.7,7.8,8.5,3.1,1.2,0.4,1.7,4.2,27.2,123.0,114,,gallida01,16.3,0.613,0.535,0.366,1.6,17.0,9.5,9.2,1.2,0.7,7.2,21.2,2.7,1.0,3.7,0.146,1.7,-0.6,1.1,1.0,19.4,0.084,0.088,0.152,0.141,0.466,0.65,0.405,0.472,0.388,0.406,0.515,0.932,0.017,6,0.094,2,0
203,Alex Caruso,26,LAL,PG,58,6,1216,5.3,12.2,0.436,2.2,5.5,0.401,3.1,6.7,0.464,0.526,2.0,3.0,0.645,1.2,5.6,6.8,6.4,2.6,0.6,3.0,4.3,14.8,106.0,106,,carusal01,11.1,0.547,0.449,0.249,2.9,12.8,7.9,18.1,2.6,1.1,18.3,14.8,0.3,2.1,2.4,0.095,-2.5,2.5,0.0,0.6,14.8,0.246,0.144,0.102,0.059,0.464,0.653,0.341,0.323,0.222,0.401,0.487,0.927,0.039,9,0.409,1,0
204,Malik Beasley,24,MIN,SG,37,36,1214,10.3,23.3,0.44,5.0,12.5,0.399,5.3,10.9,0.487,0.547,2.6,3.1,0.85,1.1,5.2,6.3,3.4,1.2,0.3,2.3,2.4,28.2,109.0,118,,beaslma01,14.6,0.57,0.535,0.133,2.4,12.4,7.2,11.6,1.2,0.5,8.6,24.0,0.9,0.4,1.3,0.053,1.6,-1.8,-0.2,0.6,16.4,0.192,0.148,0.075,0.05,0.487,0.6,0.449,0.267,0.5,0.399,0.632,0.875,0.027,13,0.268,0,0
205,Dean Wade,24,CLE,PF,63,19,1212,5.5,12.7,0.431,3.2,8.7,0.366,2.3,4.0,0.571,0.556,1.2,1.6,0.769,1.5,7.2,8.7,3.0,1.4,0.9,1.2,3.2,15.3,116.0,115,,wadede01,11.3,0.573,0.685,0.125,3.4,16.8,9.9,8.9,1.4,1.5,8.4,12.9,1.1,0.9,2.0,0.08,-1.1,-0.1,-1.3,0.2,18.7,0.209,0.048,0.032,0.026,0.571,0.662,0.333,0.5,0.375,0.366,0.696,0.974,0.035,10,0.235,0,0
206,Markieff Morris,31,LAL,PF,61,27,1200,6.2,15.3,0.405,2.6,8.5,0.311,3.6,6.9,0.521,0.491,1.5,2.0,0.72,1.9,8.8,10.8,3.0,0.9,0.8,2.2,4.3,16.5,101.0,108,,morrima02,9.3,0.509,0.553,0.132,4.5,20.3,12.5,8.6,0.9,1.4,11.9,16.4,-0.2,1.8,1.6,0.062,-2.9,0.3,-2.6,-0.2,17.6,0.132,0.138,0.119,0.058,0.521,0.7,0.5,0.444,0.318,0.311,0.545,1.0,0.016,5,0.33,1,0
207,Josh Okogie,22,MIN,SG,59,37,1197,4.0,10.0,0.402,1.1,4.3,0.269,2.9,5.8,0.5,0.459,3.3,4.3,0.769,2.5,3.7,6.2,2.5,2.1,1.1,1.7,4.9,12.5,109.0,116,,okogijo01,9.1,0.524,0.425,0.425,5.5,8.7,7.1,7.0,2.1,2.0,12.5,12.1,0.5,0.8,1.3,0.051,-3.7,0.3,-3.3,-0.4,12.3,0.409,0.134,0.012,0.02,0.5,0.615,0.235,0.0,0.2,0.269,0.603,1.0,0.087,16,0.398,0,0
208,Dwight Howard,35,PHI,C,69,6,1196,7.2,12.2,0.587,0.2,0.8,0.25,7.0,11.4,0.611,0.596,4.9,8.5,0.576,7.7,15.7,23.4,2.5,1.2,2.5,4.5,8.1,19.4,113.0,102,,howardw01,17.8,0.61,0.066,0.693,17.8,35.3,26.7,7.2,1.2,4.7,22.1,18.2,1.3,2.6,4.0,0.159,-2.1,0.6,-1.5,0.1,4.4,0.67,0.208,0.023,0.033,0.611,0.665,0.476,0.286,0.6,0.25,0.59,0.8,0.317,85,0.15,1,0
209,Monte Morris,25,DEN,PG,47,13,1196,7.7,16.0,0.481,2.1,5.5,0.381,5.6,10.5,0.534,0.547,2.4,3.0,0.795,0.5,3.5,4.0,6.2,1.4,0.5,1.4,2.0,19.9,121.0,115,,morrimo01,14.0,0.574,0.346,0.189,1.0,8.0,4.6,17.1,1.4,1.1,7.5,16.5,2.0,0.8,2.9,0.115,0.1,-0.5,-0.3,0.5,14.0,0.235,0.186,0.119,0.114,0.534,0.769,0.333,0.543,0.364,0.381,0.4,0.804,0.003,1,0.276,2,0
210,D'Angelo Russell,24,MIN,PG,42,26,1196,11.1,25.7,0.431,4.7,12.2,0.387,6.4,13.5,0.471,0.523,4.5,5.9,0.765,0.6,3.8,4.4,9.6,1.8,0.7,4.4,2.7,31.4,108.0,117,,russeda01,17.6,0.555,0.475,0.229,1.4,8.9,5.0,33.6,1.8,1.3,13.5,29.1,1.0,0.6,1.6,0.063,3.3,-1.7,1.6,1.1,17.9,0.121,0.118,0.124,0.161,0.471,0.658,0.481,0.346,0.419,0.387,0.286,0.592,0.002,1,0.084,1,0
211,Blake Griffin,31,2TM,PF,46,30,1186,7.1,16.9,0.423,2.9,8.4,0.341,4.3,8.5,0.505,0.509,3.6,4.8,0.744,1.4,7.8,9.2,5.7,1.3,0.6,2.5,4.6,20.7,110.0,114,,griffbl01,12.9,0.546,0.499,0.285,3.4,17.4,10.5,17.0,1.3,1.1,11.8,19.3,0.9,1.1,2.0,0.081,-0.8,0.0,-0.8,0.3,14.9,0.265,0.175,0.029,0.032,0.505,0.633,0.431,0.167,0.154,0.341,0.5,0.757,0.046,18,0.18,1,0
211,Blake Griffin,31,DET,PF,20,20,626,6.3,17.4,0.365,3.1,9.7,0.315,3.3,7.7,0.429,0.453,3.4,4.9,0.71,0.5,7.6,8.1,6.0,1.1,0.2,2.5,3.3,19.2,101.0,114,,griffbl01,9.8,0.491,0.559,0.279,1.2,17.4,9.2,18.4,1.1,0.3,11.4,19.6,-0.2,0.5,0.3,0.026,-1.9,-0.3,-2.2,-0.1,17.3,0.144,0.207,0.045,0.045,0.429,0.656,0.391,0.2,0.1,0.315,0.286,0.615,0.0,0,0.169,0,0
211,Blake Griffin,31,BRK,PF,26,10,560,8.0,16.3,0.492,2.7,7.0,0.383,5.3,9.3,0.574,0.574,3.7,4.7,0.782,2.4,8.0,10.4,5.4,1.6,1.1,2.6,5.9,22.4,121.0,113,,griffbl01,16.3,0.61,0.429,0.291,5.8,17.5,11.9,15.5,1.6,2.0,12.3,18.9,1.1,0.6,1.7,0.142,0.5,0.3,0.8,0.4,12.5,0.407,0.138,0.011,0.016,0.574,0.623,0.5,0.0,0.333,0.383,0.645,0.935,0.101,18,0.198,1,0
212,Shai Gilgeous-Alexander,22,OKC,SG,35,35,1180,11.6,22.8,0.508,2.9,6.8,0.418,8.7,15.9,0.547,0.571,7.5,9.2,0.808,0.8,5.9,6.7,8.3,1.1,0.9,4.3,2.8,33.4,118.0,115,,gilgesh01,21.6,0.623,0.301,0.405,1.7,13.1,7.3,31.2,1.1,1.7,13.7,27.8,2.7,0.8,3.5,0.143,3.9,0.2,4.1,1.8,11.6,0.333,0.225,0.097,0.044,0.547,0.633,0.528,0.382,0.36,0.418,0.074,0.296,0.018,10,0.076,0,0
213,Aaron Holiday,24,IND,PG,66,8,1176,6.8,17.5,0.39,2.7,7.3,0.368,4.1,10.2,0.406,0.467,2.7,3.3,0.819,0.6,3.0,3.6,4.9,1.8,0.5,2.7,3.8,19.1,99.0,115,,holidaa01,9.2,0.503,0.417,0.19,1.4,6.8,4.1,14.0,1.8,0.9,12.3,19.5,-0.6,0.8,0.2,0.009,-3.3,-0.9,-4.2,-0.7,14.5,0.239,0.218,0.076,0.05,0.406,0.481,0.316,0.333,0.545,0.368,0.456,0.925,0.0,0,0.17,1,0
214,Paul Millsap,35,DEN,PF,56,36,1162,8.1,17.1,0.476,2.1,6.1,0.343,6.0,11.0,0.55,0.537,3.0,4.2,0.724,3.2,7.9,11.1,4.2,2.2,1.5,2.2,4.7,21.4,117.0,110,,millspa01,16.4,0.565,0.357,0.244,7.4,18.1,12.8,11.6,2.2,3.0,10.3,18.6,1.7,1.6,3.2,0.133,0.3,0.7,1.0,0.9,12.5,0.244,0.309,0.08,0.01,0.55,0.694,0.5,0.375,0.0,0.343,0.613,0.98,0.04,13,0.196,0,0
215,Anthony Davis,27,LAL,PF,36,36,1162,12.6,25.7,0.491,1.1,4.2,0.26,11.5,21.5,0.536,0.512,6.6,9.0,0.738,2.6,9.4,12.0,4.6,1.9,2.5,3.1,2.5,32.9,110.0,104,AS,davisan02,22.1,0.556,0.163,0.349,6.0,21.5,13.8,16.4,1.9,4.5,9.5,29.2,1.3,2.4,3.7,0.152,2.6,2.2,4.8,2.0,11.7,0.243,0.204,0.232,0.158,0.536,0.785,0.536,0.415,0.33,0.26,0.575,0.962,0.098,54,0.16,1,0
