Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
273,Andre Jackson Jr.,23,MIL,SG,67,43,980,3.5,7.2,0.477,1.1,2.8,0.395,2.4,4.4,0.529,0.553,0.4,0.9,0.5,2.4,4.3,6.7,3.0,1.2,0.5,2.1,4.2,8.4,,jacksan01,8.6,0.554,0.386,0.122,7.5,12.5,10.1,10.9,1.7,1.3,21.8,11.9,0.1,1.0,1.2,0.059,-3.6,0.2,-3.4,-0.3
274,Zach Collins,27,2TM,PF,64,12,977,5.6,11.1,0.507,1.2,3.9,0.302,4.5,7.2,0.617,0.56,2.5,2.9,0.885,3.8,6.9,10.6,4.1,1.1,1.1,2.2,4.9,15.0,,colliza01,16.0,0.605,0.351,0.258,11.1,19.9,15.6,15.6,1.4,2.6,15.1,17.1,1.7,1.0,2.7,0.132,-0.8,0.8,0.0,0.5
274,Zach Collins,27,SAS,C,36,4,425,5.2,11.2,0.462,1.2,3.9,0.304,4.0,7.3,0.547,0.515,2.6,3.0,0.886,3.2,5.3,8.6,4.4,1.2,1.3,1.9,5.9,14.1,,colliza01,14.4,0.566,0.348,0.265,9.6,15.9,12.7,16.9,1.6,3.2,13.5,17.1,0.6,0.4,1.0,0.11,-1.6,1.5,-0.1,0.2
274,Zach Collins,27,CHI,PF,28,8,552,6.0,11.1,0.541,1.2,3.9,0.3,4.8,7.2,0.673,0.594,2.5,2.8,0.884,4.2,8.0,12.2,3.8,1.0,0.9,2.4,4.0,15.7,,colliza01,17.2,0.635,0.353,0.253,12.4,23.0,17.8,14.6,1.3,2.2,16.4,17.1,1.1,0.6,1.7,0.149,-0.1,0.2,0.1,0.3
275,Trayce Jackson-Davis,24,GSW,C,62,37,967,6.5,11.2,0.576,0.0,0.1,0.0,6.5,11.1,0.582,0.576,2.2,3.8,0.578,4.5,7.0,11.6,3.9,0.9,1.4,1.7,2.7,15.2,,jackstr02,18.5,0.587,0.01,0.338,13.2,21.7,17.3,16.1,1.2,3.7,11.5,17.1,1.9,1.4,3.4,0.167,0.3,0.9,1.2,0.8
276,Thomas Bryant,27,2TM,C,66,8,963,6.1,12.0,0.508,1.8,5.5,0.324,4.3,6.5,0.665,0.583,2.1,2.4,0.859,3.1,6.3,9.4,2.0,1.0,1.5,1.1,2.8,16.0,,bryanth01,17.2,0.614,0.461,0.199,9.7,19.2,14.5,7.6,1.4,3.9,7.9,17.1,1.8,1.2,3.1,0.152,0.7,0.0,0.6,0.6
276,Thomas Bryant,27,MIA,C,10,0,115,3.8,8.8,0.429,1.9,5.3,0.353,1.9,3.4,0.545,0.536,3.4,3.4,1.0,1.9,8.1,10.0,1.3,0.3,2.8,0.6,2.8,12.8,,bryanth01,15.8,0.624,0.607,0.393,5.8,24.8,15.4,4.8,0.4,7.5,5.7,13.4,0.2,0.2,0.4,0.171,-1.1,1.1,0.0,0.1
276,Thomas Bryant,27,IND,C,56,8,848,6.4,12.4,0.515,1.8,5.6,0.321,4.6,6.9,0.673,0.587,1.9,2.3,0.83,3.3,6.0,9.3,2.1,1.1,1.4,1.2,2.8,16.5,,bryanth01,17.4,0.613,0.447,0.181,10.2,18.5,14.4,8.0,1.5,3.4,8.1,17.6,1.6,1.0,2.6,0.15,0.9,-0.2,0.7,0.6
277,Jalen Smith,24,CHI,C,64,2,962,7.1,15.3,0.466,2.7,8.3,0.324,4.4,7.0,0.634,0.554,2.7,3.3,0.809,3.3,10.0,13.4,2.4,0.6,1.6,1.4,3.6,19.6,,smithja04,18.7,0.586,0.544,0.218,9.9,28.7,19.5,9.7,0.8,4.0,7.6,21.0,1.7,1.3,2.9,0.146,1.5,-0.6,0.9,0.7
278,Jordan Clarkson,32,UTA,SG,37,9,962,7.5,18.4,0.408,3.1,8.7,0.362,4.4,9.8,0.448,0.493,4.3,5.4,0.797,0.9,3.5,4.4,5.2,1.2,0.3,3.2,1.9,22.5,,clarkjo01,14.5,0.54,0.471,0.29,2.8,10.4,6.6,22.9,1.5,0.9,13.4,27.8,0.2,0.2,0.4,0.021,0.6,-2.1,-1.5,0.1
279,Gary Payton II,32,GSW,SG,62,11,927,6.6,11.6,0.574,1.2,3.7,0.326,5.4,7.9,0.69,0.626,1.0,1.5,0.711,2.1,5.1,7.2,3.2,2.0,0.7,1.5,4.2,15.5,,paytoga02,16.2,0.635,0.319,0.128,6.0,15.8,10.7,13.5,2.7,1.7,11.0,16.1,1.5,1.5,3.0,0.155,-0.5,2.0,1.4,0.8
280,Brandon Miller,22,CHO,SF,27,27,924,7.7,19.1,0.403,4.1,11.4,0.355,3.7,7.7,0.475,0.509,2.6,3.1,0.861,1.0,4.1,5.1,3.8,1.1,0.8,3.0,2.9,22.1,,millebr02,14.0,0.54,0.597,0.161,2.8,12.5,7.6,18.3,1.5,2.1,12.6,27.7,-0.2,0.7,0.4,0.023,0.8,-0.8,0.0,0.4
281,Bruce Brown,28,2TM,PG,41,12,922,5.1,12.1,0.421,1.1,3.2,0.333,4.0,8.9,0.452,0.464,2.1,2.5,0.815,1.6,4.8,6.4,3.3,1.3,0.4,1.5,2.8,13.3,,brownbr01,10.9,0.504,0.262,0.21,4.5,14.9,9.6,12.8,1.8,1.0,10.4,17.2,0.1,0.6,0.7,0.035,-3.2,-0.6,-3.8,-0.4
281,Bruce Brown,28,TOR,PG,18,0,353,5.8,13.4,0.435,1.1,3.7,0.306,4.7,9.7,0.484,0.477,2.7,3.0,0.897,1.7,5.2,6.9,2.9,1.7,0.3,1.9,2.7,15.4,,brownbr01,12.3,0.525,0.275,0.221,5.0,15.9,10.3,11.3,2.3,0.8,11.7,19.3,0.0,0.4,0.4,0.06,-2.7,0.2,-2.5,0.0
281,Bruce Brown,28,NOP,PG,23,12,569,4.6,11.3,0.41,1.0,2.8,0.356,3.6,8.4,0.429,0.455,1.7,2.3,0.75,1.5,4.6,6.1,3.5,1.1,0.4,1.3,2.8,12.0,,brownbr01,10.1,0.488,0.253,0.202,4.2,14.3,9.1,13.8,1.4,1.2,9.4,15.9,0.1,0.2,0.2,0.02,-3.4,-1.2,-4.6,-0.4
282,Immanuel Quickley,25,TOR,PG,33,33,918,7.2,17.2,0.42,3.3,8.8,0.378,3.9,8.4,0.465,0.517,4.4,5.0,0.867,0.6,4.0,4.6,7.5,0.9,0.2,2.3,2.4,22.1,,quickim01,17.5,0.57,0.514,0.292,1.8,12.1,6.8,31.5,1.2,0.4,10.5,25.1,1.8,0.6,2.5,0.128,3.2,-1.0,2.2,1.0
283,Trendon Watford,24,BRK,PF,44,6,913,6.5,13.8,0.469,1.1,3.5,0.33,5.3,10.3,0.515,0.51,3.7,4.8,0.762,1.5,4.8,6.3,4.5,1.1,0.5,3.3,3.7,17.7,,watfotr01,13.0,0.557,0.251,0.349,4.4,16.0,9.9,21.0,1.5,1.3,17.1,23.3,0.0,0.8,0.7,0.038,-2.3,-0.8,-3.1,-0.3
284,KJ Martin,24,2TM,PF,43,16,912,4.4,7.9,0.552,0.6,2.3,0.259,3.8,5.6,0.671,0.59,1.5,1.9,0.787,1.2,3.7,4.9,1.9,0.7,0.9,0.9,4.0,10.8,,martike04,10.2,0.618,0.289,0.234,3.6,11.8,7.6,7.4,0.9,2.3,9.8,11.5,1.1,0.2,1.3,0.068,-3.2,-0.3,-3.6,-0.4
284,KJ Martin,24,PHI,PF,24,7,480,4.6,7.4,0.616,0.6,1.6,0.381,4.0,5.9,0.679,0.657,1.8,2.2,0.828,1.6,3.8,5.4,1.4,0.8,1.2,0.9,4.6,11.5,,martike04,12.3,0.689,0.212,0.293,4.8,12.5,8.5,5.7,1.1,3.3,9.7,11.2,0.9,0.2,1.1,0.107,-2.1,0.3,-1.7,0.0
284,KJ Martin,24,UTA,SF,19,9,432,4.2,8.5,0.49,0.6,3.1,0.189,3.6,5.4,0.662,0.525,1.1,1.5,0.722,0.7,3.7,4.4,2.4,0.5,0.5,1.0,3.2,10.0,,martike04,7.9,0.546,0.363,0.176,2.3,10.9,6.6,9.3,0.7,1.3,9.8,11.8,0.2,0.0,0.2,0.024,-4.6,-1.1,-5.6,-0.4
285,Jaden Hardy,22,DAL,SG,57,3,907,7.1,16.4,0.435,3.0,7.8,0.386,4.1,8.6,0.479,0.527,2.4,3.4,0.698,0.4,3.2,3.5,3.2,1.1,0.2,3.3,3.6,19.7,,hardyja02,10.4,0.549,0.476,0.208,1.1,9.4,5.3,13.2,1.5,0.5,15.4,25.3,-0.8,0.5,-0.3,-0.016,-2.8,-1.9,-4.7,-0.6
286,Day'Ron Sharpe,23,BRK,C,50,2,907,6.5,12.6,0.521,0.4,1.8,0.244,6.1,10.8,0.566,0.538,2.2,2.9,0.757,5.9,7.2,13.1,3.6,1.6,1.7,2.5,4.5,15.8,,sharpda01,19.7,0.568,0.142,0.233,17.8,23.8,20.7,16.8,2.3,4.6,15.3,19.9,1.3,1.4,2.7,0.141,0.0,0.9,0.9,0.7
287,Adem Bona,21,PHI,C,58,11,905,5.4,7.6,0.703,0.0,0.0,0.0,5.4,7.6,0.707,0.703,2.7,4.0,0.67,3.7,6.1,9.7,1.1,1.0,2.7,2.4,5.0,13.4,,bonaad01,16.5,0.714,0.005,0.521,11.1,19.9,15.3,4.4,1.4,7.5,20.5,14.3,1.4,0.9,2.3,0.121,-2.9,0.2,-2.7,-0.2
288,Tre Jones,25,2TM,PG,46,9,905,5.1,9.5,0.538,0.8,1.9,0.396,4.3,7.6,0.574,0.578,2.2,2.7,0.821,1.2,3.4,4.6,7.6,1.5,0.4,1.4,2.2,13.1,,jonestr01,16.3,0.617,0.202,0.282,3.7,9.9,6.8,28.6,1.9,1.0,11.6,14.1,2.3,0.6,2.9,0.155,0.5,1.0,1.5,0.8
288,Tre Jones,25,SAS,PG,28,0,450,3.6,7.4,0.484,0.6,2.1,0.308,3.0,5.4,0.552,0.527,2.0,2.6,0.758,1.2,3.4,4.6,8.3,1.4,0.4,1.7,2.6,9.8,,jonestr01,13.8,0.572,0.28,0.355,3.6,10.3,6.9,30.1,1.9,1.0,16.3,12.2,0.9,0.3,1.1,0.118,-1.2,1.1,-0.1,0.2
288,Tre Jones,25,CHI,PG,18,9,455,6.6,11.5,0.572,0.9,1.7,0.5,5.7,9.7,0.585,0.61,2.4,2.7,0.882,1.3,3.3,4.6,7.0,1.5,0.4,1.1,1.7,16.4,,jonestr01,18.8,0.647,0.152,0.234,3.8,9.5,6.7,27.1,1.9,1.0,8.0,16.0,1.5,0.4,1.8,0.191,2.1,1.0,3.1,0.6
289,Jaden Ivey,22,DET,SG,30,30,898,7.6,16.6,0.46,2.5,6.2,0.409,5.1,10.4,0.49,0.536,3.4,4.7,0.733,1.6,3.4,5.0,4.8,1.1,0.4,3.6,2.7,21.2,,iveyja01,14.7,0.569,0.373,0.281,5.0,10.3,7.6,19.7,1.5,1.2,16.1,26.0,0.3,0.8,1.2,0.062,0.8,-0.8,0.0,0.5
290,Kelly Olynyk,33,2TM,C,44,22,891,5.4,10.8,0.5,1.3,3.2,0.418,4.1,7.6,0.534,0.562,3.4,4.4,0.769,2.5,5.8,8.3,5.2,1.3,0.8,3.1,5.0,15.5,,olynyke01,14.9,0.609,0.295,0.403,7.3,17.9,12.4,20.5,1.8,2.0,19.4,18.5,1.0,0.7,1.7,0.092,-1.1,0.4,-0.7,0.3
290,Kelly Olynyk,33,TOR,C,24,2,383,5.5,11.1,0.5,1.8,4.0,0.442,3.8,7.0,0.533,0.581,3.2,4.0,0.791,2.3,6.0,8.4,5.3,1.5,0.8,3.3,5.5,16.1,,olynyke01,14.9,0.624,0.364,0.364,6.8,18.4,12.5,20.7,2.0,2.0,20.4,18.8,0.4,0.5,0.9,0.112,-0.7,0.9,0.2,0.2
290,Kelly Olynyk,33,NOP,C,20,20,508,5.3,10.6,0.5,1.0,2.6,0.389,4.3,8.1,0.535,0.547,3.5,4.6,0.754,2.6,5.7,8.3,5.1,1.2,0.8,2.9,4.5,15.1,,olynyke01,14.8,0.596,0.24,0.433,7.6,17.5,12.4,20.4,1.6,2.1,18.7,18.2,0.6,0.3,0.8,0.077,-1.4,0.0,-1.4,0.1
291,Chet Holmgren,22,OKC,C,32,32,877,6.9,14.0,0.49,1.8,4.8,0.379,5.0,9.2,0.547,0.554,4.1,5.5,0.754,2.0,8.6,10.5,2.6,0.9,2.9,2.3,3.0,19.7,,holmgch01,19.2,0.599,0.34,0.393,6.0,25.0,15.7,9.7,1.3,8.2,12.3,22.0,1.1,2.0,3.2,0.173,0.5,1.9,2.4,1.0
292,Neemias Queta,25,BOS,C,62,6,863,5.5,8.5,0.65,0.0,0.1,0.0,5.5,8.3,0.66,0.65,1.9,2.5,0.754,3.7,6.1,9.8,1.9,0.8,1.8,1.7,4.4,12.9,,quetane01,16.3,0.674,0.015,0.3,11.2,18.5,14.9,7.4,1.0,4.5,14.8,13.7,1.8,1.4,3.2,0.179,-1.7,1.0,-0.7,0.3
293,Alec Burks,33,MIA,SG,49,14,863,4.8,11.3,0.424,3.7,8.6,0.425,1.1,2.7,0.422,0.587,1.6,2.0,0.776,0.6,4.5,5.2,2.3,1.2,0.3,1.2,1.5,14.9,,burksal01,12.8,0.608,0.764,0.181,1.9,13.8,7.9,9.1,1.6,0.8,9.0,16.5,0.9,0.9,1.8,0.1,0.0,0.3,0.3,0.5
294,Chris Boucher,32,TOR,PF,50,0,862,7.6,15.5,0.492,2.9,8.1,0.363,4.7,7.4,0.633,0.586,2.8,3.6,0.782,2.9,6.4,9.4,1.4,1.0,1.0,1.2,2.8,21.0,,bouchch01,18.7,0.615,0.522,0.235,8.5,19.6,13.9,5.9,1.3,2.8,6.6,21.2,1.7,1.0,2.7,0.148,2.9,-0.6,2.3,0.9
295,Zion Williamson,24,NOP,PF,30,30,857,12.1,21.3,0.567,0.1,0.5,0.231,12.0,20.8,0.576,0.57,6.6,10.1,0.656,3.2,5.9,9.1,6.7,1.6,1.1,3.8,3.4,31.0,,willizi01,27.3,0.6,0.026,0.474,9.3,18.2,13.6,36.6,2.1,3.0,12.8,34.7,1.9,0.6,2.5,0.141,5.9,1.0,7.0,1.9
296,Khris Middleton,33,2TM,SF,37,21,843,6.8,14.4,0.475,2.0,5.7,0.361,4.8,8.7,0.549,0.546,3.1,3.6,0.857,0.6,5.3,5.9,6.4,1.5,0.3,2.4,3.2,18.8,,middlkh01,16.7,0.588,0.395,0.249,1.7,15.4,8.7,26.8,2.0,0.9,13.0,22.0,1.2,0.8,2.0,0.116,0.4,0.3,0.7,0.6
296,Khris Middleton,33,MIL,SF,23,7,534,7.3,14.2,0.512,2.4,5.8,0.407,4.9,8.4,0.584,0.595,2.6,3.1,0.848,0.3,5.4,5.7,6.9,1.1,0.3,2.5,3.5,19.6,,middlkh01,17.8,0.627,0.408,0.218,1.1,15.7,8.7,28.5,1.5,0.9,13.8,22.0,1.1,0.6,1.7,0.15,1.7,0.6,2.2,0.6
296,Khris Middleton,33,WAS,SF,14,14,309,6.1,14.7,0.413,1.5,5.5,0.277,4.5,9.2,0.494,0.464,3.8,4.4,0.868,0.9,5.1,6.1,5.6,2.1,0.3,2.2,2.7,17.5,,middlkh01,14.9,0.526,0.373,0.302,2.7,14.9,8.7,23.9,2.8,0.9,11.7,22.0,0.1,0.2,0.4,0.057,-1.9,-0.1,-2.0,0.0
297,KJ Simpson,22,CHO,PG,36,15,842,4.4,12.9,0.346,1.4,5.6,0.254,3.0,7.3,0.415,0.4,1.8,2.1,0.82,1.7,3.0,4.7,4.8,1.5,0.3,2.4,2.4,12.1,,simpskj01,8.3,0.437,0.432,0.166,4.8,9.0,6.9,19.8,2.0,0.7,14.8,19.1,-1.0,0.5,-0.4,-0.025,-4.5,-0.9,-5.4,-0.7
298,Shake Milton,28,2TM,SG,57,2,837,4.9,10.9,0.453,1.6,4.6,0.358,3.3,6.4,0.52,0.528,2.0,2.5,0.797,1.3,3.1,4.5,4.4,1.1,0.2,1.7,2.9,13.5,,miltosh01,11.9,0.563,0.417,0.232,4.2,9.9,7.0,18.3,1.5,0.5,12.5,16.7,0.8,0.5,1.3,0.077,-1.7,-0.5,-2.2,0.0
298,Shake Milton,28,BRK,SG,27,1,492,5.3,11.5,0.465,2.0,5.3,0.389,3.3,6.2,0.529,0.554,1.8,2.4,0.758,1.2,2.6,3.7,4.7,1.1,0.1,1.5,3.1,14.6,,miltosh01,12.8,0.58,0.459,0.21,3.5,8.5,5.9,20.6,1.5,0.2,10.4,17.0,0.7,0.3,1.0,0.093,-0.8,-0.2,-0.9,0.1
298,Shake Milton,28,LAL,SG,30,1,345,4.4,10.1,0.433,1.0,3.5,0.294,3.3,6.6,0.508,0.485,2.3,2.7,0.846,1.6,4.0,5.5,4.0,1.0,0.3,2.1,2.5,12.1,,miltosh01,10.5,0.535,0.351,0.268,5.0,12.1,8.7,15.1,1.4,0.8,15.6,16.3,0.1,0.3,0.4,0.055,-3.1,-0.9,-4.0,-0.2
299,Dereck Lively II,20,DAL,C,36,29,833,5.8,8.3,0.702,0.0,0.0,,5.8,8.3,0.702,0.702,2.0,3.2,0.63,4.5,7.2,11.7,3.7,0.9,2.4,1.8,4.3,13.6,,livelde01,20.1,0.704,0.0,0.382,13.9,21.3,17.7,14.3,1.2,5.7,15.5,13.6,2.4,1.0,3.4,0.199,1.1,2.2,3.3,1.1
300,Garrison Mathews,28,ATL,SG,47,2,830,4.4,11.1,0.397,3.7,9.5,0.39,0.7,1.7,0.436,0.562,2.8,3.4,0.821,0.6,3.2,3.8,2.6,1.1,0.7,1.3,3.5,15.3,,mathega01,11.2,0.606,0.848,0.304,1.7,10.0,5.7,9.3,1.5,1.7,9.6,15.9,1.0,0.5,1.5,0.087,-1.1,-0.5,-1.6,0.1
301,Cam Whitmore,20,HOU,SF,51,3,827,7.8,17.5,0.444,2.8,8.0,0.355,5.0,9.6,0.518,0.525,2.4,3.1,0.75,1.6,5.0,6.6,2.1,1.3,0.6,2.0,1.9,20.8,,whitmca01,15.5,0.549,0.454,0.179,4.5,15.1,9.7,8.9,1.8,1.4,9.6,23.9,0.6,1.2,1.8,0.106,0.7,-0.4,0.3,0.5
302,Ryan Rollins,22,MIL,PG,56,19,820,5.8,11.9,0.487,2.2,5.3,0.408,3.6,6.6,0.55,0.577,1.6,2.0,0.8,0.9,3.8,4.7,4.6,1.8,0.7,2.3,3.9,15.3,,rolliry01,14.0,0.6,0.443,0.166,2.9,11.1,7.2,17.8,2.5,1.9,15.4,18.4,0.7,1.0,1.7,0.101,-1.4,0.9,-0.5,0.3
303,Marcus Sasser,24,DET,PG,57,1,811,6.1,13.1,0.463,2.6,6.7,0.382,3.5,6.4,0.549,0.561,1.9,2.3,0.843,0.8,2.3,3.1,5.9,1.6,0.2,2.4,3.2,16.6,,sassema01,14.0,0.589,0.514,0.172,2.5,6.9,4.7,22.9,2.2,0.5,14.5,19.4,1.0,0.8,1.8,0.108,-0.4,-0.2,-0.6,0.3
304,Steven Adams,31,HOU,C,58,3,794,4.1,7.6,0.545,0.0,0.1,0.0,4.1,7.5,0.552,0.545,1.9,4.2,0.462,7.5,7.3,14.8,3.0,1.0,1.3,2.4,2.7,10.2,,adamsst01,16.6,0.541,0.012,0.557,21.8,22.0,21.9,10.9,1.3,3.2,20.6,13.6,1.0,1.3,2.3,0.137,0.0,0.3,0.3,0.5
305,Aaron Holiday,28,HOU,PG,62,3,792,5.3,12.2,0.437,3.3,8.2,0.398,2.0,4.0,0.517,0.571,1.5,1.9,0.829,0.6,3.0,3.5,3.8,0.9,0.5,1.7,2.9,15.5,,holidaa01,12.2,0.594,0.675,0.153,1.7,8.9,5.2,14.3,1.2,1.2,11.5,16.8,1.2,0.8,2.0,0.122,-0.4,0.1,-0.2,0.3
306,Karlo Matković,23,NOP,PF,42,7,791,6.1,10.7,0.574,1.0,3.0,0.318,5.2,7.7,0.675,0.619,1.5,2.0,0.773,2.9,6.6,9.5,2.1,1.0,1.9,2.0,4.8,14.8,,matkoka01,15.6,0.639,0.281,0.187,8.5,20.4,14.2,8.6,1.3,5.0,14.5,15.9,1.0,0.6,1.6,0.096,-1.9,-0.2,-2.0,0.0
307,Caleb Houstan,22,ORL,SF,58,6,788,3.7,8.7,0.421,2.9,7.3,0.4,0.7,1.4,0.533,0.589,0.7,0.8,0.882,0.9,2.6,3.4,1.6,1.0,0.3,0.6,2.8,10.9,,houstca01,9.4,0.605,0.842,0.089,2.6,8.6,5.5,6.4,1.4,0.7,6.2,11.7,0.9,0.9,1.8,0.109,-2.4,0.2,-2.2,0.0
308,Vasilije Micić,31,2TM,PG,41,16,785,4.4,12.5,0.348,2.1,5.7,0.36,2.3,6.8,0.338,0.43,1.6,1.9,0.829,0.9,3.2,4.1,5.9,0.7,0.0,3.5,2.1,12.3,,micicva01,6.5,0.462,0.458,0.15,2.7,9.6,6.0,24.3,0.9,0.0,20.9,19.9,-1.2,0.2,-1.0,-0.06,-4.6,-2.4,-7.0,-1.0
308,Vasilije Micić,31,CHO,PG,36,16,764,4.5,12.9,0.348,2.1,5.9,0.36,2.4,7.0,0.338,0.43,1.6,1.9,0.829,0.9,3.2,4.1,6.0,0.7,0.0,3.5,2.1,12.7,,micicva01,6.8,0.462,0.458,0.15,2.7,9.5,6.1,24.8,1.0,0.0,20.3,20.3,-1.1,0.3,-0.9,-0.056,-4.4,-2.4,-6.8,-0.9
308,Vasilije Micić,31,PHO,PG,5,0,21,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,3.4,3.4,1.7,0.0,0.0,5.1,1.7,0.0,,micicva01,-5.2,,,,0.0,10.4,5.3,5.6,0.0,0.0,100.0,6.3,-0.1,0.0,-0.1,-0.189,-10.7,-4.1,-14.8,-0.1
309,Jaylin Williams,22,OKC,PF,47,9,784,4.5,10.1,0.439,2.8,7.0,0.399,1.7,3.1,0.529,0.577,1.1,1.4,0.767,2.2,9.8,12.0,5.5,1.0,1.3,1.6,3.6,12.8,,willija07,16.4,0.594,0.692,0.136,6.7,28.7,17.9,19.0,1.3,3.7,13.0,14.6,1.5,1.7,3.3,0.199,1.5,2.7,4.3,1.2
310,Pelle Larsson,23,MIA,SG,55,8,782,4.1,9.3,0.438,1.5,4.4,0.337,2.6,5.0,0.528,0.517,1.9,2.8,0.672,1.3,2.9,4.2,3.0,1.5,0.3,1.1,4.2,11.6,,larsspe01,10.2,0.546,0.468,0.3,4.0,9.0,6.5,11.6,2.0,0.9,9.5,14.4,0.6,0.8,1.4,0.086,-3.8,0.7,-3.1,-0.2
311,Cam Thomas,23,BRK,SG,25,23,781,9.2,20.9,0.438,3.1,9.0,0.349,6.0,11.9,0.506,0.513,6.1,7.0,0.881,0.7,3.1,3.8,4.3,0.7,0.1,2.9,2.0,27.6,,thomaca02,18.0,0.575,0.43,0.333,2.1,10.4,6.0,22.9,1.0,0.3,10.6,32.6,0.8,0.4,1.2,0.071,2.8,-2.6,0.3,0.5
312,Lindy Waters III,27,2TM,SG,52,9,778,4.3,11.5,0.369,3.0,8.6,0.344,1.3,2.9,0.444,0.498,0.4,0.5,0.727,0.9,4.2,5.1,2.4,1.2,0.5,0.9,2.9,11.8,,waterli01,8.8,0.504,0.747,0.044,2.7,12.8,7.6,9.1,1.7,1.3,7.3,14.8,0.1,0.9,1.0,0.062,-3.0,0.2,-2.8,-0.2
312,Lindy Waters III,27,GSW,SG,38,9,655,4.2,11.3,0.371,2.7,8.1,0.331,1.5,3.1,0.474,0.49,0.4,0.6,0.727,0.9,4.4,5.3,2.3,1.2,0.5,0.9,3.0,11.5,,waterli01,8.4,0.498,0.722,0.054,2.6,13.5,7.9,8.8,1.6,1.5,7.5,14.6,0.0,0.8,0.8,0.057,-3.5,0.4,-3.1,-0.2
312,Lindy Waters III,27,DET,SG,14,0,123,4.7,12.9,0.364,4.4,11.1,0.395,0.3,1.8,0.167,0.534,0.0,0.0,,1.2,2.9,4.1,2.9,1.5,0.3,0.9,2.0,13.8,,waterli01,11.0,0.534,0.864,0.0,3.6,8.9,6.3,10.8,2.0,0.8,6.4,16.1,0.1,0.1,0.2,0.086,-0.5,-0.7,-1.2,0.0
313,Lonzo Ball,27,CHI,PG,35,14,777,4.1,11.3,0.366,3.1,9.0,0.344,1.0,2.2,0.458,0.504,1.0,1.3,0.815,1.2,4.3,5.5,5.3,2.2,0.8,1.9,2.5,12.4,,balllo01,12.2,0.524,0.802,0.111,3.4,12.3,8.0,18.9,2.8,1.9,13.9,15.9,0.3,0.9,1.2,0.075,-1.5,1.7,0.2,0.4
314,Orlando Robinson,24,2TM,C,44,8,770,5.4,12.2,0.444,0.8,2.4,0.327,4.6,9.8,0.474,0.477,2.5,3.3,0.771,4.2,6.1,10.3,3.6,0.8,0.7,2.3,4.7,14.2,,robinor01,12.9,0.519,0.199,0.268,12.1,18.7,15.4,14.0,1.1,2.0,14.4,18.5,0.4,0.8,1.2,0.072,-3.0,-0.4,-3.4,-0.3
314,Orlando Robinson,24,SAC,C,9,0,57,4.4,10.7,0.412,0.6,3.2,0.2,3.8,7.6,0.5,0.441,2.5,4.4,0.571,1.9,6.9,8.8,5.7,1.9,0.6,2.5,3.8,12.0,,robinor01,12.2,0.473,0.294,0.412,5.9,21.7,13.8,20.6,2.6,1.7,16.6,18.2,0.0,0.1,0.1,0.047,-4.1,1.3,-2.9,0.0
314,Orlando Robinson,24,TOR,C,35,8,713,5.5,12.3,0.447,0.8,2.4,0.34,4.7,9.9,0.472,0.48,2.5,3.2,0.794,4.3,6.1,10.4,3.4,0.7,0.8,2.3,4.7,14.3,,robinor01,12.9,0.523,0.193,0.258,12.6,18.5,15.5,13.5,0.9,2.0,14.2,18.6,0.4,0.7,1.1,0.074,-2.9,-0.5,-3.5,-0.3
315,Eric Gordon,36,PHI,SG,39,13,768,4.1,9.6,0.426,2.6,6.4,0.409,1.5,3.1,0.463,0.564,1.7,2.3,0.75,0.4,1.8,2.2,3.0,1.2,0.6,1.3,1.5,12.5,,gordoer01,10.8,0.591,0.672,0.235,1.1,5.8,3.4,12.0,1.7,1.5,11.1,14.4,0.7,0.2,0.9,0.053,-0.8,-0.8,-1.6,0.1
316,Gui Santos,22,GSW,PF,56,2,762,3.9,8.5,0.458,1.6,4.9,0.33,2.3,3.6,0.632,0.553,1.4,2.0,0.69,3.4,4.7,8.1,3.8,1.2,0.5,2.0,4.3,10.7,,santogu01,11.7,0.575,0.575,0.235,9.9,14.5,12.1,14.2,1.6,1.2,17.5,13.2,0.8,0.9,1.7,0.11,-2.2,0.5,-1.7,0.1
317,Landry Shamet,27,NYK,SG,50,0,762,5.0,10.9,0.461,2.9,7.4,0.397,2.1,3.5,0.595,0.596,0.6,0.9,0.667,0.5,2.4,2.9,1.3,1.1,0.1,1.0,2.5,13.5,,shamela01,9.7,0.601,0.678,0.078,1.7,7.5,4.6,4.7,1.5,0.2,8.5,14.8,0.5,0.5,1.0,0.065,-1.9,-0.6,-2.4,-0.1
318,Svi Mykhailiuk,27,UTA,SF,38,13,760,5.6,14.3,0.391,3.3,9.6,0.345,2.3,4.7,0.485,0.507,1.3,1.7,0.8,1.0,3.2,4.3,3.6,0.9,0.3,2.5,2.0,15.8,,mykhasv01,9.8,0.526,0.672,0.116,3.1,9.6,6.4,14.7,1.2,0.9,14.1,20.3,-0.2,0.1,-0.1,-0.009,-1.4,-2.1,-3.5,-0.3
